applicant_id,age,income,employment_type,credit_history,loan_amount,application_date,default
APP1423,40,37449.0,Salaried,1.0,98369.0,2024-05-27,0
APP1302,43,22017.0,Salaried,1.0,63190.0,2024-10-17,0
APP1009,40,14077.0,Self-employed,0.0,117532.0,2024-09-24,1
APP1520,34,38428.0,Salaried,1.0,627725.1369599028,2024-03-07,1
APP1176,21,30915.0,Self-employed,1.0,129127.0,2025-05-27,0
APP1231,45,14297.0,Salaried,1.0,114931.0,2024-11-21,0
APP1210,31,32635.0,Salaried,1.0,133948.0,2024-11-01,0
APP1128,44,49270.0,Salaried,1.0,285333.0,2025-06-23,0
APP1143,28,40290.0,Salaried,1.0,116625.0,2024-08-12,0
APP1241,35,3493.0,Unemployed,1.0,20000.0,2024-03-15,0
APP1007,38,9226.0,Self-employed,1.0,25370.0,2024-11-11,1
APP1598,43,33088.0,Salaried,1.0,81375.0,2024-03-29,0
APP1298,28,33580.0,Self-employed,0.0,141776.0,2025-05-13,1
APP1310,49,57418.0,Salaried,1.0,242340.0,2025-05-22,0
APP1254,21,54027.0,Salaried,1.0,153545.0,2025-02-19,0
APP1517,31,12370.0,Self-employed,1.0,20000.0,2024-09-09,0
APP1468,39,26250.0,Salaried,1.0,101988.0,2025-02-21,0
APP1008,31,976668.0,Self-employed,1.0,4068981.0,2024-10-28,0
APP1156,45,18153.0,Self-employed,1.0,21541.0,2025-04-14,1
APP1027,28,24536.0,Salaried,1.0,103462.0,2024-02-25,0
APP1266,41,27301.0,Self-employed,1.0,102536.0,2025-03-14,0
APP1314,32,29697.0,Self-employed,0.0,150957.0,2025-05-30,1
APP1064,39,33210.0,Salaried,1.0,233226.0,2025-02-25,0
APP1453,45,6884.0,Unemployed,1.0,46457.0,2025-01-20,0
APP1255,55,38603.0,Salaried,1.0,97360.0,2025-04-26,0
APP1505,42,,Salaried,1.0,138101.0,2024-02-22,0
APP1153,26,20649.0,Salaried,1.0,45096.0,2024-01-28,0
APP1048,24,93771.0,Salaried,1.0,413299.0,2024-11-19,0
APP1208,38,39987.0,Salaried,1.0,127546.0,2024-01-01,0
APP1439,50,32909.0,Salaried,1.0,145301.0,2024-12-17,0
APP1287,25,29782.0,Salaried,1.0,106929.0,2024-07-28,0
APP1001,30,6457.0,Unemployed,1.0,61866.0,2024-02-20,0
APP1341,49,32911.0,Salaried,1.0,195857.0,2024-01-03,0
APP1269,45,38854.0,Salaried,1.0,266185.0,2024-05-17,1
APP1265,37,40192.0,Self-employed,1.0,166493.0,2024-11-25,1
APP1541,35,26369.0,Self-employed,1.0,72784.0,2024-12-24,0
APP1485,32,1885.0,Unemployed,1.0,57728.0,2024-07-10,1
APP1467,28,34257.0,Self-employed,1.0,74061.0,2024-03-12,0
APP1368,61,24325.0,Salaried,1.0,149707.0,2024-02-02,0
APP1095,32,18661.0,Salaried,1.0,28983.0,2025-03-27,1
APP1575,28,10045.0,Unemployed,1.0,20000.0,2024-01-13,1
APP1352,40,17400.0,Self-employed,1.0,50627.0,2024-11-27,0
APP1042,28,31047.0,Salaried,1.0,173691.0,2025-04-11,0
APP1361,23,43342.0,Self-employed,1.0,275392.0,2024-09-05,1
APP1442,36,92395.0,Salaried,1.0,474281.0,2024-07-27,0
APP1596,32,62412.0,Self-employed,0.0,231349.0,2024-11-18,1
APP1116,38,38623.0,Self-employed,1.0,98239.0,2024-08-26,0
APP1424,38,18249.0,Salaried,1.0,67962.0,2024-12-30,0
APP1045,24,43003.0,Self-employed,1.0,81628.0,2025-04-15,0
APP1161,39,48814.0,Self-employed,1.0,184796.0,2024-04-15,0
APP1527,42,55924.0,Salaried,1.0,281150.0,2025-01-15,0
APP1117,55,34706.0,Salaried,1.0,213331.0,2025-06-15,0
APP1288,32,37810.0,Salaried,0.0,193837.0,2025-02-17,1
APP1077,21,37499.0,Salaried,1.0,289696.0,2025-03-01,0
APP1531,26,15552.0,Unemployed,0.0,81722.0,2024-11-12,1
APP1389,42,20677.0,Self-employed,1.0,20000.0,2024-11-16,0
APP1564,35,23518.0,Salaried,0.0,78689.0,2024-04-16,0
APP1412,41,14043.0,Unemployed,1.0,20000.0,2024-07-27,1
APP1063,28,28805.0,Salaried,1.0,131487.0,2024-12-01,0
APP1338,41,89982.0,Salaried,1.0,567304.0,2024-08-11,1
APP1315,56,27667.0,Self-employed,1.0,160826.0,2024-03-16,0
APP1299,49,45141.0,Salaried,1.0,44817.0,2025-06-04,0
APP1399,50,159885.0,Self-employed,1.0,604012.0,2024-06-06,0
APP1230,26,27077.0,Self-employed,1.0,215838.0,2025-03-20,1
APP1297,24,11036.0,Salaried,1.0,52095.0,2024-08-15,0
APP1186,35,24335.0,Self-employed,1.0,77997.0,2025-05-09,1
APP1473,42,63366.0,Self-employed,1.0,447050.0,2024-11-23,1
APP1199,27,42671.0,Self-employed,1.0,84617.0,2024-09-21,0
APP1420,38,17057.0,Self-employed,1.0,63562.0,2025-02-23,0
APP1365,49,39313.0,Salaried,1.0,209395.0,2024-11-08,0
APP1480,42,23503.0,Self-employed,0.0,386052.56247891136,2024-11-19,1
APP1396,32,53350.0,Self-employed,1.0,254825.0,2025-04-27,0
APP1121,21,25014.0,Self-employed,1.0,44209.0,2024-07-20,0
APP1578,42,20870.0,Salaried,1.0,107846.0,2024-02-20,0
APP1247,48,15422.0,Unemployed,1.0,55836.0,2025-03-01,0
APP1307,39,40889.0,Salaried,1.0,167340.0,2024-04-03,0
APP1574,44,31474.0,Self-employed,1.0,156114.0,2024-09-09,0
APP1363,47,34466.0,Salaried,0.0,150763.0,2024-06-05,1
APP1158,41,20028.0,Salaried,1.0,89907.0,2025-03-01,0
APP1085,32,43724.0,Salaried,1.0,70564.0,2024-05-09,0
APP1469,31,3560.0,Unemployed,1.0,30280.0,2024-10-09,1
APP1225,51,25084.0,Salaried,1.0,56955.0,2024-06-02,0
APP1376,25,47017.0,Self-employed,,181425.0,2024-09-02,0
APP1262,39,16551.0,Salaried,1.0,30224.0,2024-06-04,0
APP1331,49,29014.0,Self-employed,1.0,177177.0,2024-05-22,0
APP1233,34,39316.0,Salaried,1.0,170095.0,2024-05-24,0
APP1076,44,38261.0,Self-employed,1.0,205057.0,2025-02-19,0
APP1475,37,4749.0,Unemployed,1.0,20000.0,2025-03-22,1
APP1530,38,47339.0,Self-employed,1.0,310177.0,2024-04-18,1
APP1149,52,40087.0,Salaried,1.0,186774.0,2024-01-14,1
APP1087,27,82166.0,Self-employed,1.0,263422.0,2024-11-03,0
APP1457,40,26729.0,Salaried,1.0,84992.0,2024-12-10,0
APP1421,56,47040.0,Self-employed,1.0,220399.0,2025-06-05,0
APP1201,39,15286.0,Salaried,1.0,61493.0,2025-04-04,0
APP1182,46,10197.0,Unemployed,1.0,118526.0,2024-04-08,1
APP1476,32,32128.0,Salaried,0.0,159313.0,2025-01-07,0
APP1507,51,23917.0,Self-employed,1.0,20000.0,2024-02-23,0
APP1105,34,24868.0,Salaried,1.0,136516.0,2025-03-28,0
APP1332,46,60837.0,Salaried,1.0,256004.0,2024-12-17,0
APP1438,49,26269.0,Self-employed,0.0,100813.0,2024-12-20,1
APP1049,44,27535.0,Salaried,0.0,173756.0,2025-01-30,1
APP1335,21,19646.0,Salaried,1.0,144143.0,2025-03-21,0
APP1005,26,24250.0,Salaried,1.0,77925.0,2024-04-15,0
APP1017,21,38653.0,Salaried,1.0,110803.0,2024-07-02,0
APP1234,45,16206.0,Salaried,1.0,105152.0,2024-10-01,0
APP1486,25,29286.0,Salaried,1.0,199157.0,2024-07-12,0
APP1536,40,17061.0,Self-employed,1.0,26351.0,2024-08-09,1
APP1497,42,26582.0,Salaried,1.0,31451.0,2024-12-16,0
APP1372,54,92126.0,Salaried,1.0,435065.0,2024-02-24,0
APP1110,50,52178.0,Salaried,1.0,166706.0,2024-05-04,1
APP1106,41,7520.0,Salaried,1.0,20000.0,2025-01-05,0
APP1443,39,57792.0,Salaried,1.0,369538.0,2024-10-07,0
APP1418,24,27342.0,Self-employed,1.0,20204.0,2024-07-14,0
APP1488,45,16976.0,Unemployed,1.0,20000.0,2025-02-06,1
APP1134,46,11312.0,Unemployed,1.0,20000.0,2024-11-15,1
APP1012,44,19959.0,Self-employed,1.0,128239.0,2024-10-18,0
APP1226,45,10411.0,Unemployed,1.0,20000.0,2024-07-19,1
APP1214,21,16539.0,Self-employed,1.0,57357.0,2024-11-25,0
APP1190,36,20804.0,Salaried,1.0,129760.0,2024-11-10,0
APP1282,41,21218.0,Salaried,1.0,109501.0,2024-11-05,1
APP1029,40,93173.0,Salaried,1.0,554842.0,2024-05-17,0
APP1169,51,37331.0,Salaried,1.0,291537.0,2025-01-14,0
APP1180,28,19110.0,Salaried,1.0,82880.0,2025-05-10,0
APP1100,41,73358.0,Salaried,1.0,265550.0,2024-06-15,0
APP1197,49,41796.0,Self-employed,1.0,138701.0,2024-02-23,0
APP1495,40,58385.0,Salaried,1.0,247611.0,2024-01-28,1
APP1581,54,7422.0,Unemployed,,32780.0,2024-07-29,0
APP1373,33,24760.0,Self-employed,1.0,61210.0,2024-03-01,0
APP1460,37,28411.0,Salaried,1.0,149445.0,2024-06-20,0
APP1413,41,36941.0,Salaried,1.0,124963.0,2025-02-05,0
APP1131,40,49882.0,Salaried,1.0,157538.0,2025-01-27,0
APP1039,29,30594.0,Salaried,1.0,138273.0,2024-03-05,0
APP1434,44,12847.0,Salaried,1.0,107950.0,2024-05-05,0
APP1215,49,58680.0,Salaried,0.0,385641.0,2024-11-20,1
APP1474,54,22723.0,Salaried,1.0,80354.0,2025-06-18,0
APP1456,35,15868.0,Salaried,1.0,20000.0,2024-12-11,0
APP1260,38,43763.0,Self-employed,1.0,144538.0,2024-04-05,0
APP1035,47,31157.0,Self-employed,0.0,195554.0,2024-03-24,1
APP1309,37,17410.0,Salaried,1.0,130808.0,2025-03-11,1
APP1276,40,55888.0,Self-employed,1.0,245279.0,2024-10-11,0
APP1393,63,52605.0,Self-employed,1.0,223856.0,2025-01-10,0
APP1107,59,94446.0,Self-employed,1.0,538742.0,2025-05-01,0
APP1562,31,35042.0,Salaried,1.0,129934.0,2025-04-26,0
APP1524,22,21261.0,Self-employed,1.0,140242.0,2024-02-25,1
APP1047,57,6045.0,Salaried,1.0,29266.0,2024-03-28,0
APP1203,38,46324.0,Self-employed,1.0,184166.0,2024-02-12,1
APP1021,36,22662.0,Salaried,0.0,20000.0,2025-01-20,1
APP1402,30,44996.0,Salaried,1.0,193164.0,2024-05-01,0
APP1083,34,15136.0,Salaried,1.0,72381.0,2024-09-09,0
APP1130,40,17252.0,Salaried,1.0,23507.0,2024-02-11,0
APP1415,58,37969.0,Salaried,1.0,150003.0,2024-02-20,1
APP1286,21,32478.0,Salaried,,223397.0,2024-05-07,1
APP1123,46,28167.0,Salaried,1.0,91959.0,2024-02-06,0
APP1033,27,,Unemployed,1.0,20000.0,2025-01-06,1
APP1516,39,46021.0,Salaried,1.0,235198.0,2025-05-10,0
APP1019,52,14682.0,Salaried,1.0,130834.0,2024-10-13,0
APP1552,47,31808.0,Salaried,1.0,270112.0,2024-06-11,0
APP1219,34,25584.0,Self-employed,1.0,32220.0,2025-01-13,0
APP1481,33,19508.0,Self-employed,1.0,20000.0,2025-01-18,0
APP1356,36,61729.0,Salaried,0.0,335291.0,2025-04-07,1
APP1224,47,33045.0,Salaried,1.0,92626.0,2024-12-19,0
APP1092,44,,Self-employed,1.0,84975.0,2024-12-05,1
APP1151,57,30404.0,Salaried,,170026.0,2025-02-23,0
APP1587,33,64649.0,Salaried,1.0,316444.0,2024-03-22,0
APP1317,32,76225.0,Salaried,1.0,218410.0,2025-02-13,0
APP1448,38,18958.0,Salaried,1.0,96777.0,2024-10-05,0
APP1522,33,4241.0,Unemployed,1.0,37912.0,2025-04-07,1
APP1279,21,86313.0,Self-employed,1.0,526156.0,2024-08-26,0
APP1349,33,37571.0,Self-employed,,105711.0,2024-11-02,0
APP1374,34,26326.0,Salaried,1.0,76122.0,2025-06-03,0
APP1400,52,40580.0,Salaried,1.0,183567.0,2025-06-15,0
APP1257,37,48661.0,Self-employed,1.0,201348.0,2024-10-23,0
APP1072,22,35117.0,Salaried,1.0,193487.0,2025-01-21,0
APP1195,45,12635.0,Salaried,1.0,30877.0,2024-05-11,0
APP1483,45,23625.0,Self-employed,1.0,62113.0,2024-04-12,0
APP1137,33,18762.0,Self-employed,0.0,50492.0,2024-08-23,1
APP1494,38,45313.0,Salaried,1.0,277171.0,2024-02-21,0
APP1550,45,22799.0,Salaried,1.0,179904.0,2024-06-28,0
APP1462,44,80516.0,Self-employed,1.0,362951.0,2024-09-26,0
APP1201,39,15286.0,Salaried,1.0,61493.0,2025-04-04,0
APP1312,38,29289.0,Salaried,1.0,177117.0,2025-01-15,1
APP1290,43,50124.0,Salaried,1.0,311912.0,2024-09-09,1
APP1189,23,17016.0,Salaried,0.0,117990.0,2025-06-03,1
APP1112,21,7503.0,Unemployed,1.0,34952.0,2024-07-10,1
APP1183,39,31374.0,Self-employed,1.0,209482.0,2024-11-12,1
APP1152,30,,Salaried,1.0,157691.0,2025-06-03,0
APP1325,44,80489.0,Self-employed,1.0,490283.0,2025-06-23,0
APP1044,29,49216.0,Salaried,1.0,127471.0,2024-05-27,0
APP1444,50,68267.0,Self-employed,1.0,310547.0,2025-03-18,0
APP1006,58,45453.0,Salaried,1.0,133146.0,2024-07-11,0
APP1250,22,39938.0,Salaried,1.0,206220.0,2025-06-08,0
APP1075,29,,Self-employed,1.0,46421.0,2025-03-06,0
APP1512,31,7216.0,Unemployed,1.0,25794.0,2024-02-27,1
APP1391,43,20780.0,Salaried,1.0,142070.0,2024-03-23,0
APP1432,44,21266.0,Self-employed,1.0,109373.0,2024-01-11,0
APP1068,31,42248.0,Salaried,1.0,73150.0,2024-06-13,0
APP1167,43,35256.0,Salaried,1.0,181128.0,2024-12-08,0
APP1554,48,42828.0,Self-employed,1.0,169320.0,2025-05-24,1
APP1366,33,5444.0,Unemployed,,20000.0,2024-03-06,0
APP1345,38,30756.0,Self-employed,1.0,45477.0,2025-04-08,0
APP1584,40,103139.0,Self-employed,1.0,561472.0,2024-06-04,0
APP1535,38,7148.0,Unemployed,1.0,52324.0,2024-08-05,1
APP1398,32,39193.0,Self-employed,1.0,152864.0,2024-03-16,0
APP1185,25,96983.0,Self-employed,1.0,490856.0,2024-11-15,0
APP1348,39,57076.0,Salaried,1.0,175902.0,2024-03-03,0
APP1211,39,145692.0,Self-employed,1.0,733040.0,2025-06-10,0
APP1579,44,52390.0,Salaried,0.0,206162.0,2024-05-28,1
APP1502,41,49142.0,Salaried,1.0,280216.0,2024-10-20,0
APP1537,21,5963.0,Salaried,1.0,50023.0,2025-06-11,1
APP1196,56,44525.0,Self-employed,1.0,280527.0,2024-12-21,1
APP1175,49,100287.0,Salaried,0.0,455744.0,2024-11-28,0
